PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36648872","Obesity and Its Multiple Clinical Implications between Inflammatory States and Gut Microbiotic Alterations","Milano W, Carizzone F, Foia M, Marchese M, Milano M, Saetta B, Capasso A.","Diseases. 2022 Dec 29;11(1):7. doi: 10.3390/diseases11010007.","Milano W","Diseases","2022","2023/01/17","PMC9844347","","10.3390/diseases11010007"
"36271691","Unveiling of dietary and gut-microbiota derived B vitamins: Metabolism patterns and their synergistic functions in gut-brain homeostasis","Zhan Q, Wang R, Thakur K, Feng JY, Zhu YY, Zhang JG, Wei ZJ.","Crit Rev Food Sci Nutr. 2024;64(13):4046-4058. doi: 10.1080/10408398.2022.2138263. Epub 2022 Oct 22.","Zhan Q","Crit Rev Food Sci Nutr","2024","2022/10/22","","","10.1080/10408398.2022.2138263"
"35600753","Gut microbiome in schizophrenia and antipsychotic-induced metabolic alterations: a scoping review","Singh R, Stogios N, Smith E, Lee J, Maksyutynsk K, Au E, Wright DC, De Palma G, Graff-Guerrero A, Gerretsen P, Müller DJ, Remington G, Hahn M, Agarwal SM.","Ther Adv Psychopharmacol. 2022 May 15;12:20451253221096525. doi: 10.1177/20451253221096525. eCollection 2022.","Singh R","Ther Adv Psychopharmacol","2022","2022/05/23","PMC9118432","","10.1177/20451253221096525"
"35526743","The gut microbiome and adult hippocampal neurogenesis: A new focal point for epilepsy?","Dohm-Hansen S, Donoso F, Lucassen PJ, Clarke G, Nolan YM.","Neurobiol Dis. 2022 Aug;170:105746. doi: 10.1016/j.nbd.2022.105746. Epub 2022 May 5.","Dohm-Hansen S","Neurobiol Dis","2022","2022/05/08","","","10.1016/j.nbd.2022.105746"
"35207483","Novel Pharmacological Approaches to the Treatment of Depression","Elias E, Zhang AY, Manners MT.","Life (Basel). 2022 Jan 28;12(2):196. doi: 10.3390/life12020196.","Elias E","Life (Basel)","2022","2022/02/25","PMC8879976","","10.3390/life12020196"
"35453597","Gut Microbiota-Brain Axis as a Potential Modulator of Psychological Stress after Spinal Cord Injury","Musleh-Vega S, Ojeda J, Vidal PM.","Biomedicines. 2022 Apr 4;10(4):847. doi: 10.3390/biomedicines10040847.","Musleh-Vega S","Biomedicines","2022","2022/04/23","PMC9024710","","10.3390/biomedicines10040847"
"35135531","Enhanced intestinal protein fermentation in schizophrenia","Liang Y, Shi X, Shen Y, Huang Z, Wang J, Shao C, Chu Y, Chen J, Yu J, Kang Y.","BMC Med. 2022 Feb 9;20(1):67. doi: 10.1186/s12916-022-02261-z.","Liang Y","BMC Med","2022","2022/02/09","PMC8827269","","10.1186/s12916-022-02261-z"
"36363733","Psycho-Microbiology, a New Frontier for Probiotics: An Exploratory Overview","Accettulli A, Corbo MR, Sinigaglia M, Speranza B, Campaniello D, Racioppo A, Altieri C, Bevilacqua A.","Microorganisms. 2022 Oct 29;10(11):2141. doi: 10.3390/microorganisms10112141.","Accettulli A","Microorganisms","2022","2022/11/11","PMC9696884","","10.3390/microorganisms10112141"
"34907601","Intergenerational effects of a paternal Western diet during adolescence on offspring gut microbiota, stress reactivity, and social behavior","Bodden C, Pang TY, Feng Y, Mridha F, Kong G, Li S, Watt MJ, Reichelt AC, Hannan AJ.","FASEB J. 2022 Jan;36(1):e21981. doi: 10.1096/fj.202100920RR.","Bodden C","FASEB J","2022","2021/12/15","","","10.1096/fj.202100920RR"
"36815026","Effects of a high-prebiotic diet versus probiotic supplements versus synbiotics on adult mental health: The ""Gut Feelings"" randomised controlled trial","Freijy TM, Cribb L, Oliver G, Metri NJ, Opie RS, Jacka FN, Hawrelak JA, Rucklidge JJ, Ng CH, Sarris J.","Front Neurosci. 2023 Feb 6;16:1097278. doi: 10.3389/fnins.2022.1097278. eCollection 2022.","Freijy TM","Front Neurosci","2023","2023/02/23","PMC9940791","","10.3389/fnins.2022.1097278"
"36478577","Meals and movies: making our microbiota merry","Yousef O, De Souza S.","Med J Aust. 2022 Dec 12;217(11):597-600. doi: 10.5694/mja2.51782.","Yousef O","Med J Aust","2022","2022/12/08","","","10.5694/mja2.51782"
"36037991","Effects of spleen nerve denervation on depression-like phenotype, systemic inflammation, and abnormal composition of gut microbiota in mice after administration of lipopolysaccharide: A role of brain-spleen axis","Ma L, Zhang J, Fujita Y, Shinno-Hashimoto H, Shan J, Wan X, Qu Y, Chang L, Wang X, Hashimoto K.","J Affect Disord. 2022 Nov 15;317:156-165. doi: 10.1016/j.jad.2022.08.087. Epub 2022 Aug 26.","Ma L","J Affect Disord","2022","2022/08/29","","","10.1016/j.jad.2022.08.087"
"35715396","Experiencing social exclusion changes gut microbiota composition","Kim CS, Shin GE, Cheong Y, Shin JH, Shin DM, Chun WY.","Transl Psychiatry. 2022 Jun 17;12(1):254. doi: 10.1038/s41398-022-02023-8.","Kim CS","Transl Psychiatry","2022","2022/06/17","PMC9205890","","10.1038/s41398-022-02023-8"
"36421473","New Insights into the Gut Microbiota in Neurodegenerative Diseases from the Perspective of Redox Homeostasis","Wang Y, Zhang Z, Li B, He B, Li L, Nice EC, Zhang W, Xu J.","Antioxidants (Basel). 2022 Nov 18;11(11):2287. doi: 10.3390/antiox11112287.","Wang Y","Antioxidants (Basel)","2022","2022/11/24","PMC9687622","","10.3390/antiox11112287"
"36437014","Assessment and Treatment of Eating Disorders","Yoshiuchi K, Yamada H, Takakura S, Isobe M, Maruyama K, Nagata T.","J Nutr Sci Vitaminol (Tokyo). 2022;68(Supplement):S46-S48. doi: 10.3177/jnsv.68.S46.","Yoshiuchi K","J Nutr Sci Vitaminol (Tokyo)","2022","2022/11/27","","","10.3177/jnsv.68.S46"
"35432038","The Oral-Microbiome-Brain Axis and Neuropsychiatric Disorders: An Anthropological Perspective","Bowland GB, Weyrich LS.","Front Psychiatry. 2022 Mar 30;13:810008. doi: 10.3389/fpsyt.2022.810008. eCollection 2022.","Bowland GB","Front Psychiatry","2022","2022/04/18","PMC9005879","","10.3389/fpsyt.2022.810008"
"36120376","Neferine alleviates chronic stress-induced depression by regulating monoamine neurotransmitter secretion and gut microbiota structure","Dong Z, Xie Q, Xu F, Shen X, Hao Y, Li J, Xu H, Peng Q, Kuang W.","Front Pharmacol. 2022 Sep 2;13:974949. doi: 10.3389/fphar.2022.974949. eCollection 2022.","Dong Z","Front Pharmacol","2022","2022/09/19","PMC9479079","","10.3389/fphar.2022.974949"
"35286767","Potential of Probiotics as an Adjunct for Patients with Major Depressive Disorder","Cang W, Wu J, Ding R, Wang W, Li N, Shi H, Shi L, Lee Y, Wu R.","Mol Nutr Food Res. 2022 May;66(10):e2101057. doi: 10.1002/mnfr.202101057. Epub 2022 Mar 28.","Cang W","Mol Nutr Food Res","2022","2022/03/14","","","10.1002/mnfr.202101057"
"36583066","Impact of broad-spectrum antibiotics on the gut-microbiota-spleen-brain axis","Wan X, Eguchi A, Sakamoto A, Fujita Y, Yang Y, Qu Y, Hatano M, Mori C, Hashimoto K.","Brain Behav Immun Health. 2022 Dec 17;27:100573. doi: 10.1016/j.bbih.2022.100573. eCollection 2023 Feb.","Wan X","Brain Behav Immun Health","2022","2022/12/30","PMC9793168","","10.1016/j.bbih.2022.100573"
"36400152","Brain-gut microbiota multimodal predictive model in patients with bipolar depression","Xi C, Li A, Lai J, Huang X, Zhang P, Yan S, Jiao M, Huang H, Hu S.","J Affect Disord. 2023 Feb 15;323:140-152. doi: 10.1016/j.jad.2022.11.026. Epub 2022 Nov 15.","Xi C","J Affect Disord","2023","2022/11/18","","","10.1016/j.jad.2022.11.026"
"36502554","Antibiotic use and the development of depression: A systematic review","Pouranayatihosseinabad M, Bezabih Y, Hawrelak J, Peterson GM, Veal F, Mirkazemi C.","J Psychosom Res. 2023 Jan;164:111113. doi: 10.1016/j.jpsychores.2022.111113. Epub 2022 Dec 5.","Pouranayatihosseinabad M","J Psychosom Res","2023","2022/12/11","","","10.1016/j.jpsychores.2022.111113"
"35185631","The Gut-Brain-Immune Axis in Autism Spectrum Disorders: A State-of-Art Report","Puricelli C, Rolla R, Gigliotti L, Boggio E, Beltrami E, Dianzani U, Keller R.","Front Psychiatry. 2022 Feb 3;12:755171. doi: 10.3389/fpsyt.2021.755171. eCollection 2021.","Puricelli C","Front Psychiatry","2022","2022/02/21","PMC8850385","","10.3389/fpsyt.2021.755171"
"36078738","The Role of Psychobiotics to Ensure Mental Health during the COVID-19 Pandemic-A Current State of Knowledge","Zielińska D, Karbowiak M, Brzezicka A.","Int J Environ Res Public Health. 2022 Sep 3;19(17):11022. doi: 10.3390/ijerph191711022.","Zielińska D","Int J Environ Res Public Health","2022","2022/09/09","PMC9518511","","10.3390/ijerph191711022"
"35840611","The effects of probiotics on risk and time preferences","Dantas AM, Sack AT, Bruggen E, Jiao P, Schuhmann T.","Sci Rep. 2022 Jul 15;12(1):12152. doi: 10.1038/s41598-022-16251-x.","Dantas AM","Sci Rep","2022","2022/07/15","PMC9287413","","10.1038/s41598-022-16251-x"
"36329546","A critical analysis of eating disorders and the gut microbiome","Terry SM, Barnett JA, Gibson DL.","J Eat Disord. 2022 Nov 3;10(1):154. doi: 10.1186/s40337-022-00681-z.","Terry SM","J Eat Disord","2022","2022/11/04","PMC9635068","","10.1186/s40337-022-00681-z"
"36959989","Emerging Role and Place of Probiotics in the Management of Pediatric Neurodevelopmental Disorders","Khanna HN, Roy S, Shaikh A, Bandi V.","Euroasian J Hepatogastroenterol. 2022 Jul-Dec;12(2):102-108. doi: 10.5005/jp-journals-10018-1384.","Khanna HN","Euroasian J Hepatogastroenterol","2022","2023/03/24","PMC10028704","","10.5005/jp-journals-10018-1384"
"35731901","The clinical and mechanistic roles of bile acids in depression, Alzheimer's disease, and stroke","Lirong W, Mingliang Z, Mengci L, Qihao G, Zhenxing R, Xiaojiao Z, Tianlu C.","Proteomics. 2022 Aug;22(15-16):e2100324. doi: 10.1002/pmic.202100324. Epub 2022 Jul 13.","Lirong W","Proteomics","2022","2022/06/22","","","10.1002/pmic.202100324"
"35779628","(R)-ketamine as prophylactic and therapeutic drug for neurological disorders: Beyond depression","Wang X, Yang J, Hashimoto K.","Neurosci Biobehav Rev. 2022 Aug;139:104762. doi: 10.1016/j.neubiorev.2022.104762. Epub 2022 Jun 30.","Wang X","Neurosci Biobehav Rev","2022","2022/07/02","","","10.1016/j.neubiorev.2022.104762"
"36104346","Maternal immune activation induces autism-like changes in behavior, neuroinflammatory profile and gut microbiota in mouse offspring of both sexes","Tartaglione AM, Villani A, Ajmone-Cat MA, Minghetti L, Ricceri L, Pazienza V, De Simone R, Calamandrei G.","Transl Psychiatry. 2022 Sep 14;12(1):384. doi: 10.1038/s41398-022-02149-9.","Tartaglione AM","Transl Psychiatry","2022","2022/09/14","PMC9474453","","10.1038/s41398-022-02149-9"
"36550591","Antidepression of Xingpijieyu formula targets gut microbiota derived from depressive disorder","Li Y, Yang L, Li J, Gao W, Zhao Z, Dong K, Duan W, Dai B, Guo R.","CNS Neurosci Ther. 2023 Feb;29(2):669-681. doi: 10.1111/cns.14049. Epub 2022 Dec 22.","Li Y","CNS Neurosci Ther","2023","2022/12/22","PMC9873506","","10.1111/cns.14049"
"36191590","Features of gut microbiota in patients with anorexia nervosa","Yuan R, Yang L, Yao G, Geng S, Ge Q, Bo S, Li X.","Chin Med J (Engl). 2022 Aug 20;135(16):1993-2002. doi: 10.1097/CM9.0000000000002362.","Yuan R","Chin Med J (Engl)","2022","2022/10/03","PMC9746762","","10.1097/CM9.0000000000002362"
"36549572","The effect of microbiome composition on impulsive and violent behavior: A systematic review","Langmajerová M, Roubalová R, Šebela A, Vevera J.","Behav Brain Res. 2023 Feb 25;440:114266. doi: 10.1016/j.bbr.2022.114266. Epub 2022 Dec 20.","Langmajerová M","Behav Brain Res","2023","2022/12/22","","","10.1016/j.bbr.2022.114266"
"35711580","Schizophrenia Patients With Prevotella-Enterotype Have a Higher Risk of Obesity","Liang Y, Shen Y, Li G, Yuan Y, Zhang M, Gao J.","Front Psychiatry. 2022 May 30;13:864951. doi: 10.3389/fpsyt.2022.864951. eCollection 2022.","Liang Y","Front Psychiatry","2022","2022/06/17","PMC9195727","","10.3389/fpsyt.2022.864951"
"35956395","Positive Effects of α-Lactalbumin in the Management of Symptoms of Polycystic Ovary Syndrome","Cardinale V, Lepore E, Basciani S, Artale S, Nordio M, Bizzarri M, Unfer V.","Nutrients. 2022 Aug 6;14(15):3220. doi: 10.3390/nu14153220.","Cardinale V","Nutrients","2022","2022/08/12","PMC9370664","","10.3390/nu14153220"
"36571897","Repeated use of 3,4-methylenedioxymethamphetamine is associated with the resilience in mice after chronic social defeat stress: A role of gut-microbiota-brain axis","Qu Y, Eguchi A, Wan X, Ma L, Chang L, Shan J, Yang Y, Mori C, Hashimoto K.","Psychiatry Res. 2023 Feb;320:115020. doi: 10.1016/j.psychres.2022.115020. Epub 2022 Dec 21.","Qu Y","Psychiatry Res","2023","2022/12/26","","","10.1016/j.psychres.2022.115020"
"36209779","An exploratory study of the gut microbiota in major depression with anxious distress","Ritchie G, Strodl E, Parham S, Bambling M, Cramb S, Vitetta L.","J Affect Disord. 2023 Jan 1;320:595-604. doi: 10.1016/j.jad.2022.10.001. Epub 2022 Oct 7.","Ritchie G","J Affect Disord","2023","2022/10/09","","","10.1016/j.jad.2022.10.001"
"36558556","The Effect of Breast Milk Microbiota on the Composition of Infant Gut Microbiota: A Cohort Study","Li Y, Ren L, Wang Y, Li J, Zhou Q, Peng C, Li Y, Cheng R, He F, Shen X.","Nutrients. 2022 Dec 19;14(24):5397. doi: 10.3390/nu14245397.","Li Y","Nutrients","2022","2022/12/23","PMC9781472","","10.3390/nu14245397"
"35312049","Can gut microbiota throughout the first 10 years of life predict executive functioning in childhood?","Eckermann HA, Ou Y, Lahti L, de Weerth C.","Dev Psychobiol. 2022 Mar;64(3):e22226. doi: 10.1002/dev.22226.","Eckermann HA","Dev Psychobiol","2022","2022/03/21","","","10.1002/dev.22226"
"35666299","Gut-microbiota-brain axis in the vulnerability to psychosis in adulthood after repeated cannabis exposure during adolescence","Wan X, Eguchi A, Qu Y, Yang Y, Chang L, Shan J, Mori C, Hashimoto K.","Eur Arch Psychiatry Clin Neurosci. 2022 Oct;272(7):1297-1309. doi: 10.1007/s00406-022-01437-1. Epub 2022 Jun 6.","Wan X","Eur Arch Psychiatry Clin Neurosci","2022","2022/06/06","","","10.1007/s00406-022-01437-1"
"35799798","Association Between Non-Suicidal Self-Injury and Gut Microbial Characteristics in Chinese Adolescent","Cai LF, Wang SB, Hou CL, Li ZB, Liao YJ, Jia FJ.","Neuropsychiatr Dis Treat. 2022 Jul 1;18:1315-1328. doi: 10.2147/NDT.S360588. eCollection 2022.","Cai LF","Neuropsychiatr Dis Treat","2022","2022/07/08","PMC9255420","","10.2147/NDT.S360588"
"35024387","Altered stress responses in adults born by Caesarean section","Dinan TG, Kennedy PJ, Morais LH, Murphy A, Long-Smith CM, Moloney GM, Bastiaanssen TFS, Allen AP, Collery A, Mullins D, Cusack AM, Berding K, O'Toole PW, Clarke G, Stanton C, Cryan JF.","Neurobiol Stress. 2021 Dec 28;16:100425. doi: 10.1016/j.ynstr.2021.100425. eCollection 2022 Jan.","Dinan TG","Neurobiol Stress","2021","2022/01/13","PMC8733342","","10.1016/j.ynstr.2021.100425"
"36370535","Gut mycobiota dysbiosis in drug-naïve, first-episode schizophrenia","Yuan X, Li X, Kang Y, Pang L, Hei G, Zhang X, Wang S, Zhao X, Zhang S, Tao Q, Zhang L, Zhu Q, Lv L, Fan X, Hu S, Song X.","Schizophr Res. 2022 Dec;250:76-86. doi: 10.1016/j.schres.2022.10.011. Epub 2022 Nov 9.","Yuan X","Schizophr Res","2022","2022/11/12","","","10.1016/j.schres.2022.10.011"
"35889348","Potential Role of Quercetin in Polycystic Ovary Syndrome and Its Complications: A Review","Chen T, Jia F, Yu Y, Zhang W, Wang C, Zhu S, Zhang N, Liu X.","Molecules. 2022 Jul 13;27(14):4476. doi: 10.3390/molecules27144476.","Chen T","Molecules","2022","2022/07/27","PMC9325244","","10.3390/molecules27144476"
"36699448","The host genetics affects gut microbiome diversity in Chinese depressed patients","Han K, Ji L, Wang C, Shao Y, Chen C, Liu L, Feng M, Yang F, Wu X, Li X, Xie Q, He L, Shi Y, He G, Dong Z, Yu T.","Front Genet. 2023 Jan 9;13:976814. doi: 10.3389/fgene.2022.976814. eCollection 2022.","Han K","Front Genet","2023","2023/01/26","PMC9868868","","10.3389/fgene.2022.976814"
"35399732","Gut-Thyroid axis: How gut microbial dysbiosis associated with euthyroid thyroid cancer","Ishaq HM, Mohammad IS, Hussain R, Parveen R, Shirazi JH, Fan Y, Shahzad M, Hayat K, Li H, Ihsan A, Muhammad KS, Usman M, Zhang S, Yuan L, Ullah S, Paiva-Santos AC, Xu J.","J Cancer. 2022 Mar 28;13(6):2014-2028. doi: 10.7150/jca.66816. eCollection 2022.","Ishaq HM","J Cancer","2022","2022/04/11","PMC8990431","","10.7150/jca.66816"
"36191806","A role of gut-microbiota-brain axis via subdiaphragmatic vagus nerve in depression-like phenotypes in Chrna7 knock-out mice","Yang Y, Eguchi A, Wan X, Chang L, Wang X, Qu Y, Mori C, Hashimoto K.","Prog Neuropsychopharmacol Biol Psychiatry. 2023 Jan 10;120:110652. doi: 10.1016/j.pnpbp.2022.110652. Epub 2022 Sep 30.","Yang Y","Prog Neuropsychopharmacol Biol Psychiatry","2023","2022/10/03","","","10.1016/j.pnpbp.2022.110652"
"35967810","The Potential of Honey as a Prebiotic Food to Re-engineer the Gut Microbiome Toward a Healthy State","Schell KR, Fernandes KE, Shanahan E, Wilson I, Blair SE, Carter DA, Cokcetin NN.","Front Nutr. 2022 Jul 28;9:957932. doi: 10.3389/fnut.2022.957932. eCollection 2022.","Schell KR","Front Nutr","2022","2022/08/15","PMC9367972","","10.3389/fnut.2022.957932"
"36058421","Altered gut microbiota correlates with behavioral problems but not gastrointestinal symptoms in individuals with autism","Chen YC, Lin HY, Chien Y, Tung YH, Ni YH, Gau SS.","Brain Behav Immun. 2022 Nov;106:161-178. doi: 10.1016/j.bbi.2022.08.015. Epub 2022 Sep 2.","Chen YC","Brain Behav Immun","2022","2022/09/04","","","10.1016/j.bbi.2022.08.015"
"35981685","Depression-like behaviors in mouse model of Sjögren's syndrome: A role of gut-microbiota-brain axis","Pu Y, He Y, Zhao X, Zhang Q, Wen J, Hashimoto K, Liu Y.","Pharmacol Biochem Behav. 2022 Sep;219:173448. doi: 10.1016/j.pbb.2022.173448. Epub 2022 Aug 15.","Pu Y","Pharmacol Biochem Behav","2022","2022/08/18","","","10.1016/j.pbb.2022.173448"
"36550632","Oxymatrine ameliorates white matter injury by modulating gut microbiota after intracerebral hemorrhage in mice","Li J, Liang J, Zeng M, Sun K, Luo Y, Zheng H, Li F, Yuan W, Zhou H, Liu J, Sun H.","CNS Neurosci Ther. 2023 Jun;29 Suppl 1(Suppl 1):18-30. doi: 10.1111/cns.14066. Epub 2022 Dec 22.","Li J","CNS Neurosci Ther","2023","2022/12/23","PMC10314101","","10.1111/cns.14066"
"35309241","Consensus on potential biomarkers developed for use in clinical tests for schizophrenia","Lin P, Sun J, Lou X, Li D, Shi Y, Li Z, Ma P, Li P, Chen S, Jin W, Liu S, Chen Q, Gao Q, Zhu L, Xu J, Zhu M, Wang M, Liang K, Zhao L, Xu H, Dong K, Li Q, Cheng X, Chen J, Guo X.","Gen Psychiatr. 2022 Feb 23;35(1):e100685. doi: 10.1136/gpsych-2021-100685. eCollection 2022.","Lin P","Gen Psychiatr","2022","2022/03/21","PMC8867318","","10.1136/gpsych-2021-100685"
"33963284","Molecular mechanisms underlying the antidepressant actions of arketamine: beyond the NMDA receptor","Wei Y, Chang L, Hashimoto K.","Mol Psychiatry. 2022 Jan;27(1):559-573. doi: 10.1038/s41380-021-01121-1. Epub 2021 May 7.","Wei Y","Mol Psychiatry","2022","2021/05/08","PMC8960399","","10.1038/s41380-021-01121-1"
"36365032","The Role of the Microbiome in the Metabolic Health of People with Schizophrenia and Related Psychoses: Cross-Sectional and Pre-Post Lifestyle Intervention Analyses","O'Donnell M, Teasdale SB, Chua XY, Hardman J, Wu N, Curtis J, Samaras K, Bolton P, Morris MJ, Shannon Weickert C, Purves-Tyson T, El-Assaad F, Jiang XT, Hold GL, El-Omar E.","Pathogens. 2022 Nov 1;11(11):1279. doi: 10.3390/pathogens11111279.","O'Donnell M","Pathogens","2022","2022/11/11","PMC9695516","","10.3390/pathogens11111279"
"36698474","The different trends in the burden of neurological and mental disorders following dietary transition in China, the USA, and the world: An extension analysis for the Global Burden of Disease Study 2019","Liang S, Wang L, Wu X, Hu X, Wang T, Jin F.","Front Nutr. 2023 Jan 9;9:957688. doi: 10.3389/fnut.2022.957688. eCollection 2022.","Liang S","Front Nutr","2023","2023/01/26","PMC9869872","","10.3389/fnut.2022.957688"
"35937875","Gut microbiome: A potential indicator for predicting treatment outcomes in major depressive disorder","Dong Z, Shen X, Hao Y, Li J, Xu H, Yin L, Kuang W.","Front Neurosci. 2022 Jul 22;16:813075. doi: 10.3389/fnins.2022.813075. eCollection 2022.","Dong Z","Front Neurosci","2022","2022/08/08","PMC9354493","","10.3389/fnins.2022.813075"
"36088985","A role of microRNA-149 in the prefrontal cortex for prophylactic actions of (R)-ketamine in inflammation model","Ma L, Wang L, Chang L, Shan J, Qu Y, Wang X, Fujita Y, Hashimoto K.","Neuropharmacology. 2022 Nov 15;219:109250. doi: 10.1016/j.neuropharm.2022.109250. Epub 2022 Sep 9.","Ma L","Neuropharmacology","2022","2022/09/11","","","10.1016/j.neuropharm.2022.109250"
"36358286","The Effect of Long-Term Moderate Static Magnetic Field Exposure on Adult Female Mice","Yang X, Yu B, Song C, Feng C, Zhang J, Wang X, Cheng G, Yang R, Wang W, Zhu Y.","Biology (Basel). 2022 Oct 28;11(11):1585. doi: 10.3390/biology11111585.","Yang X","Biology (Basel)","2022","2022/11/11","PMC9687991","","10.3390/biology11111585"
"35352107","Psychobiotics in diet: significance and applications of neuroactive and psychoactive microbial metabolites","Giri R, Sharma RK.","Nutr Rev. 2022 Aug 8;80(9):2002-2016. doi: 10.1093/nutrit/nuac019.","Giri R","Nutr Rev","2022","2022/03/30","","","10.1093/nutrit/nuac019"
"36158270","Associations of gut microbiota with dyslipidemia based on sex differences in subjects from Northwestern China","Guo L, Wang YY, Wang JH, Zhao HP, Yu Y, Wang GD, Dai K, Yan YZ, Yang YJ, Lv J.","World J Gastroenterol. 2022 Jul 21;28(27):3455-3475. doi: 10.3748/wjg.v28.i27.3455.","Guo L","World J Gastroenterol","2022","2022/09/26","PMC9346449","","10.3748/wjg.v28.i27.3455"
"36216056","Effects of urban particulate matter on gut microbiome and partial schizophrenia-like symptoms in mice: Evidence from shotgun metagenomic and metabolomic profiling","Yi W, Ji Y, Gao H, Luo S, Pan R, Song J, He Y, Li Y, Wu Y, Yan S, Liang Y, Sun X, Jin X, Mei L, Cheng J, Su H.","Sci Total Environ. 2023 Jan 20;857(Pt 1):159305. doi: 10.1016/j.scitotenv.2022.159305. Epub 2022 Oct 8.","Yi W","Sci Total Environ","2023","2022/10/10","","","10.1016/j.scitotenv.2022.159305"
"36244970","Depression and fatigue in active IBD from a microbiome perspective-a Bayesian approach to faecal metagenomics","Thomann AK, Wüstenberg T, Wirbel J, Knoedler LL, Thomann PA, Zeller G, Ebert MP, Lis S, Reindl W.","BMC Med. 2022 Oct 17;20(1):366. doi: 10.1186/s12916-022-02550-7.","Thomann AK","BMC Med","2022","2022/10/16","PMC9575298","","10.1186/s12916-022-02550-7"
"36493975","Key role of the gut-microbiota-brain axis via the subdiaphragmatic vagus nerve in demyelination of the cuprizone-treated mouse brain","Wang X, Eguchi A, Yang Y, Chang L, Wan X, Shan J, Qu Y, Ma L, Mori C, Yang J, Hashimoto K.","Neurobiol Dis. 2023 Jan;176:105951. doi: 10.1016/j.nbd.2022.105951. Epub 2022 Dec 6.","Wang X","Neurobiol Dis","2023","2022/12/09","","","10.1016/j.nbd.2022.105951"
"35788394","Long-lasting beneficial effects of maternal intake of sulforaphane glucosinolate on gut microbiota in adult offspring","Wei Y, Chang L, Liu G, Wang X, Yang Y, Hashimoto K.","J Nutr Biochem. 2022 Nov;109:109098. doi: 10.1016/j.jnutbio.2022.109098. Epub 2022 Jul 2.","Wei Y","J Nutr Biochem","2022","2022/07/05","","","10.1016/j.jnutbio.2022.109098"
"36558405","Plasma Concentrations of Short-Chain Fatty Acids in Active and Recovered Anorexia Nervosa","Xu J, Landberg R, Lavebratt C, Bulik CM, Landén M, Nilsson IAK.","Nutrients. 2022 Dec 9;14(24):5247. doi: 10.3390/nu14245247.","Xu J","Nutrients","2022","2022/12/23","PMC9781195","","10.3390/nu14245247"
"35650202","Fecal microbiota transplantation from patients with rheumatoid arthritis causes depression-like behaviors in mice through abnormal T cells activation","Pu Y, Zhang Q, Tang Z, Lu C, Wu L, Zhong Y, Chen Y, Hashimoto K, Luo Y, Liu Y.","Transl Psychiatry. 2022 Jun 1;12(1):223. doi: 10.1038/s41398-022-01993-z.","Pu Y","Transl Psychiatry","2022","2022/06/01","PMC9160267","","10.1038/s41398-022-01993-z"
"35981631","Antibiotic-induced microbiome depletion improves LPS-induced acute lung injury via gut-lung axis","Hashimoto Y, Eguchi A, Wei Y, Shinno-Hashimoto H, Fujita Y, Ishima T, Chang L, Mori C, Suzuki T, Hashimoto K.","Life Sci. 2022 Oct 15;307:120885. doi: 10.1016/j.lfs.2022.120885. Epub 2022 Aug 16.","Hashimoto Y","Life Sci","2022","2022/08/18","","","10.1016/j.lfs.2022.120885"
"35956326","Inflammatory Signatures of Maternal Obesity as Risk Factors for Neurodevelopmental Disorders: Role of Maternal Microbiota and Nutritional Intervention Strategies","Cirulli F, De Simone R, Musillo C, Ajmone-Cat MA, Berry A.","Nutrients. 2022 Jul 30;14(15):3150. doi: 10.3390/nu14153150.","Cirulli F","Nutrients","2022","2022/08/12","PMC9370669","","10.3390/nu14153150"
"36183483","Possible metabolic interplay between quality of life and fecal microbiota in a presenior population: Preliminary results","de Cuevillas B, Riezu-Boj JI, Abete I, Zulet MA, Galarregui C, Gonzalez-Navarro CJ, Milagro FI, Martínez JA, Navas-Carretero S.","Nutrition. 2022 Nov-Dec;103-104:111841. doi: 10.1016/j.nut.2022.111841. Epub 2022 Sep 5.","de Cuevillas B","Nutrition","2022","2022/10/02","","","10.1016/j.nut.2022.111841"
"36191374","Comparison of the chronic unpredictable mild stress and the maternal separation in mice postpartum depression modeling","Zhang Y, Zhang L, Shi B, Huang F, Gao Y, Miao Z, Ma K, Zhan Z, Zou W, Liu M.","Biochem Biophys Res Commun. 2022 Dec 3;632:24-31. doi: 10.1016/j.bbrc.2022.09.063. Epub 2022 Sep 24.","Zhang Y","Biochem Biophys Res Commun","2022","2022/10/03","","","10.1016/j.bbrc.2022.09.063"
"35594949","Effects of (R)-ketamine on reduced bone mineral density in ovariectomized mice: A role of gut microbiota","Wan X, Eguchi A, Fujita Y, Ma L, Wang X, Yang Y, Qu Y, Chang L, Zhang J, Mori C, Hashimoto K.","Neuropharmacology. 2022 Aug 1;213:109139. doi: 10.1016/j.neuropharm.2022.109139. Epub 2022 May 17.","Wan X","Neuropharmacology","2022","2022/05/20","","","10.1016/j.neuropharm.2022.109139"
"36579574","The Potential Impact of Age on Gut Microbiota in Patients with Major Depressive Disorder: A Secondary Analysis of the Prospective Observational Study","Miyaho K, Sanada K, Kurokawa S, Tanaka A, Tachibana T, Ishii C, Noda Y, Nakajima S, Fukuda S, Mimura M, Kishimoto T, Iwanami A.","J Pers Med. 2022 Nov 3;12(11):1827. doi: 10.3390/jpm12111827.","Miyaho K","J Pers Med","2022","2022/12/29","PMC9697470","","10.3390/jpm12111827"
