PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31576631","Nigral overexpression of α-synuclein in a rat Parkinson's disease model indicates alterations in the enteric nervous system and the gut microbiome","O'Donovan SM, Crowley EK, Brown JR, O'Sullivan O, O'Leary OF, Timmons S, Nolan YM, Clarke DJ, Hyland NP, Joyce SA, Sullivan AM, O'Neill C.","Neurogastroenterol Motil. 2020 Jan;32(1):e13726. doi: 10.1111/nmo.13726. Epub 2019 Oct 2.","O'Donovan SM","Neurogastroenterol Motil","2020","2019/10/03","","","10.1111/nmo.13726"
"32105745","Mercury sulfide-containing Hua-Feng-Dan and 70W (Rannasangpei) protect against LPS plus MPTP-induced neurotoxicity and disturbance of gut microbiota in mice","Hu AL, Song S, Li Y, Xu SF, Zhang F, Li C, Liu J.","J Ethnopharmacol. 2020 May 23;254:112674. doi: 10.1016/j.jep.2020.112674. Epub 2020 Feb 24.","Hu AL","J Ethnopharmacol","2020","2020/02/28","","","10.1016/j.jep.2020.112674"
"32871960","Fecal microbiota transplantation therapy for Parkinson's disease: A preliminary study","Xue LJ, Yang XZ, Tong Q, Shen P, Ma SJ, Wu SN, Zheng JL, Wang HG.","Medicine (Baltimore). 2020 Aug 28;99(35):e22035. doi: 10.1097/MD.0000000000022035.","Xue LJ","Medicine (Baltimore)","2020","2020/09/03","PMC7458210","","10.1097/MD.0000000000022035"
"33070123","A review on preventive role of ketogenic diet (KD) in CNS disorders from the gut microbiota perspective","Rawat K, Singh N, Kumari P, Saha L.","Rev Neurosci. 2020 Oct 19;32(2):143-157. doi: 10.1515/revneuro-2020-0078. Print 2021 Feb 23.","Rawat K","Rev Neurosci","2020","2020/10/18","","","10.1515/revneuro-2020-0078"
"33291597","Adiponectin Role in Neurodegenerative Diseases: Focus on Nutrition Review","Polito R, Di Meo I, Barbieri M, Daniele A, Paolisso G, Rizzo MR.","Int J Mol Sci. 2020 Dec 4;21(23):9255. doi: 10.3390/ijms21239255.","Polito R","Int J Mol Sci","2020","2020/12/09","PMC7729837","","10.3390/ijms21239255"
"31606537","Protective role of cinnabar and realgar in Hua-Feng-Dan against LPS plus rotenone-induced neurotoxicity and disturbance of gut microbiota in rats","Chen C, Zhang BB, Hu AL, Li H, Liu J, Zhang F.","J Ethnopharmacol. 2020 Jan 30;247:112299. doi: 10.1016/j.jep.2019.112299. Epub 2019 Oct 10.","Chen C","J Ethnopharmacol","2020","2019/10/14","","","10.1016/j.jep.2019.112299"
"31790727","Twice subacute MPTP administrations induced time-dependent dopaminergic neurodegeneration and inflammation in midbrain and ileum, as well as gut microbiota disorders in PD mice","Xie W, Gao J, Jiang R, Liu X, Lai F, Tang Y, Xiao H, Jia Y, Bai Q.","Neurotoxicology. 2020 Jan;76:200-212. doi: 10.1016/j.neuro.2019.11.009. Epub 2019 Nov 29.","Xie W","Neurotoxicology","2020","2019/12/03","","","10.1016/j.neuro.2019.11.009"
"32946938","Genetic variants of TAS2R38 bitter taste receptor associate with distinct gut microbiota traits in Parkinson's disease: A pilot study","Vascellari S, Melis M, Cossu G, Melis M, Serra A, Palmas V, Perra D, Oppo V, Fiorini M, Cusano R, Morelli M, Manzin A, Barbarossa IT.","Int J Biol Macromol. 2020 Dec 15;165(Pt A):665-674. doi: 10.1016/j.ijbiomac.2020.09.056. Epub 2020 Sep 16.","Vascellari S","Int J Biol Macromol","2020","2020/09/18","","","10.1016/j.ijbiomac.2020.09.056"
"32282304","Healthy Gut, Healthy Brain: The Gut Microbiome in Neurodegenerative Disorders","Chandra S, Alam MT, Dey J, Sasidharan BCP, Ray U, Srivastava AK, Gandhi S, Tripathi PP.","Curr Top Med Chem. 2020;20(13):1142-1153. doi: 10.2174/1568026620666200413091101.","Chandra S","Curr Top Med Chem","2020","2020/04/14","","","10.2174/1568026620666200413091101"
"32089785","Oxidative Stress and Gut-Derived Lipopolysaccharides in Neurodegenerative Disease: Role of NOX2","Loffredo L, Ettorre E, Zicari AM, Inghilleri M, Nocella C, Perri L, Spalice A, Fossati C, De Lucia MC, Pigozzi F, Cacciafesta M, Violi F, Carnevale R; Neurodegenerative Disease study group.","Oxid Med Cell Longev. 2020 Jan 31;2020:8630275. doi: 10.1155/2020/8630275. eCollection 2020.","Loffredo L","Oxid Med Cell Longev","2020","2020/02/25","PMC7016401","","10.1155/2020/8630275"
"32456274","Anti-aggregation Effects of Phenolic Compounds on α-synuclein","Ono K, Tsuji M, Yamasaki TR, Pasinetti GM.","Molecules. 2020 May 24;25(10):2444. doi: 10.3390/molecules25102444.","Ono K","Molecules","2020","2020/05/28","PMC7288075","","10.3390/molecules25102444"
"31829756","An overview of the neuroendocrine system in Parkinson's disease: what is the impact on diagnosis and treatment?","Mulak A.","Expert Rev Neurother. 2020 Feb;20(2):127-135. doi: 10.1080/14737175.2020.1701437. Epub 2019 Dec 12.","Mulak A","Expert Rev Neurother","2020","2019/12/13","","","10.1080/14737175.2020.1701437"
"32791113","The Microbiome as a Modifier of Neurodegenerative Disease Risk","Fang P, Kazmi SA, Jameson KG, Hsiao EY.","Cell Host Microbe. 2020 Aug 12;28(2):201-222. doi: 10.1016/j.chom.2020.06.008.","Fang P","Cell Host Microbe","2020","2020/08/14","PMC7430034","NIHMS1604409","10.1016/j.chom.2020.06.008"
"32733199","Systems Biology Approaches to Understand the Host-Microbiome Interactions in Neurodegenerative Diseases","Rosario D, Boren J, Uhlen M, Proctor G, Aarsland D, Mardinoglu A, Shoaie S.","Front Neurosci. 2020 Jul 8;14:716. doi: 10.3389/fnins.2020.00716. eCollection 2020.","Rosario D","Front Neurosci","2020","2020/08/01","PMC7360858","","10.3389/fnins.2020.00716"
"32088434","Gut microbiota dysbiosis might be responsible to different toxicity caused by Di-(2-ethylhexyl) phthalate exposure in murine rodents","Wang G, Chen Q, Tian P, Wang L, Li X, Lee YK, Zhao J, Zhang H, Chen W.","Environ Pollut. 2020 Jun;261:114164. doi: 10.1016/j.envpol.2020.114164. Epub 2020 Feb 14.","Wang G","Environ Pollut","2020","2020/02/24","","","10.1016/j.envpol.2020.114164"
"32643435","Progression and survival of patients with motor neuron disease relative to their fecal microbiota","Ngo ST, Restuadi R, McCrae AF, Van Eijk RP, Garton F, Henderson RD, Wray NR, McCombe PA, Steyn FJ.","Amyotroph Lateral Scler Frontotemporal Degener. 2020 Nov;21(7-8):549-562. doi: 10.1080/21678421.2020.1772825. Epub 2020 Jul 9.","Ngo ST","Amyotroph Lateral Scler Frontotemporal Degener","2020","2020/07/10","","","10.1080/21678421.2020.1772825"
"33154567","Using multi-organ culture systems to study Parkinson's disease","Reiner O, Sapir T, Parichha A.","Mol Psychiatry. 2021 Mar;26(3):725-735. doi: 10.1038/s41380-020-00936-8. Epub 2020 Nov 5.","Reiner O","Mol Psychiatry","2021","2020/11/06","PMC7643717","","10.1038/s41380-020-00936-8"
"32916966","Disease, Drugs and Dysbiosis: Understanding Microbial Signatures in Metabolic Disease and Medical Interventions","Proffitt C, Bidkhori G, Moyes D, Shoaie S.","Microorganisms. 2020 Sep 9;8(9):1381. doi: 10.3390/microorganisms8091381.","Proffitt C","Microorganisms","2020","2020/09/12","PMC7565856","","10.3390/microorganisms8091381"
"32252363","Revisiting the Role of Neurotrophic Factors in Inflammation","Morel L, Domingues O, Zimmer J, Michel T.","Cells. 2020 Apr 2;9(4):865. doi: 10.3390/cells9040865.","Morel L","Cells","2020","2020/04/08","PMC7226825","","10.3390/cells9040865"
"32247376","Mechanisms of alpha-synuclein toxicity: An update and outlook","Brás IC, Xylaki M, Outeiro TF.","Prog Brain Res. 2020;252:91-129. doi: 10.1016/bs.pbr.2019.10.005. Epub 2019 Nov 23.","Brás IC","Prog Brain Res","2020","2020/04/06","","","10.1016/bs.pbr.2019.10.005"
"32224442","Neurobiological findings underlying depressive behavior in Parkinson's disease: A review","Mendonça IP, Duarte-Silva E, Chaves-Filho AJM, Andrade da Costa BLDS, Peixoto CA.","Int Immunopharmacol. 2020 Jun;83:106434. doi: 10.1016/j.intimp.2020.106434. Epub 2020 Mar 27.","Mendonça IP","Int Immunopharmacol","2020","2020/04/01","","","10.1016/j.intimp.2020.106434"
"33085540","The impact of intestinal microbiota on weight loss in Parkinson's disease patients: a pilot study","Del Chierico F, Grassini P, Quagliariello A, Torti M, Russo A, Reddel S, Stocchi F.","Future Microbiol. 2020 Sep;15:1393-1404. doi: 10.2217/fmb-2019-0336.","Del Chierico F","Future Microbiol","2020","2020/10/21","","","10.2217/fmb-2019-0336"
"33064969","Characterization of the intestinal microbiota during Citrobacter rodentium infection in a mouse model of infection-triggered Parkinson's disease","Cannon T, Sinha A, Trudeau LE, Maurice CF, Gruenheid S.","Gut Microbes. 2020 Nov 9;12(1):1-11. doi: 10.1080/19490976.2020.1830694.","Cannon T","Gut Microbes","2020","2020/10/16","PMC7575009","","10.1080/19490976.2020.1830694"
"33213462","Oral P. gingivalis impairs gut permeability and mediates immune responses associated with neurodegeneration in LRRK2 R1441G mice","Feng YK, Wu QL, Peng YW, Liang FY, You HJ, Feng YW, Li G, Li XJ, Liu SH, Li YC, Zhang Y, Pei Z.","J Neuroinflammation. 2020 Nov 19;17(1):347. doi: 10.1186/s12974-020-02027-5.","Feng YK","J Neuroinflammation","2020","2020/11/20","PMC7677837","","10.1186/s12974-020-02027-5"
"32894625","Helicobacter pylori Eradication in Parkinson's Disease: A Randomized Placebo-Controlled Trial","Tan AH, Lim SY, Mahadeva S, Loke MF, Tan JY, Ang BH, Chin KP, Mohammad Adnan AF, Ong SMC, Ibrahim AI, Zulkifli N, Lee JK, Lim WT, Teo YT, Kok YL, Ng TY, Tan AGS, Zulkifle IM, Ng CK, Ee SS, Arafin S, Mohamad Shukori K, Vadivelu JS, Marras C, Fox SH, Lang AE.","Mov Disord. 2020 Dec;35(12):2250-2260. doi: 10.1002/mds.28248. Epub 2020 Sep 7.","Tan AH","Mov Disord","2020","2020/09/07","","","10.1002/mds.28248"
"33166735","Dysbiosis is one of the risk factor for stroke and cognitive impairment and potential target for treatment","Koszewicz M, Jaroch J, Brzecka A, Ejma M, Budrewicz S, Mikhaleva LM, Muresanu C, Schield P, Somasundaram SG, Kirkland CE, Avila-Rodriguez M, Aliev G.","Pharmacol Res. 2021 Feb;164:105277. doi: 10.1016/j.phrs.2020.105277. Epub 2020 Nov 7.","Koszewicz M","Pharmacol Res","2021","2020/11/09","","","10.1016/j.phrs.2020.105277"
"33071933","Changes in Gastrointestinal Microbiome Composition in PD: A Pivotal Role of Covariates","Cosma-Grigorov A, Meixner H, Mrochen A, Wirtz S, Winkler J, Marxreiter F.","Front Neurol. 2020 Sep 23;11:1041. doi: 10.3389/fneur.2020.01041. eCollection 2020.","Cosma-Grigorov A","Front Neurol","2020","2020/10/19","PMC7538808","","10.3389/fneur.2020.01041"
"32154946","Plasma Short-Chain Fatty Acids in Patients With Parkinson's Disease","Shin C, Lim Y, Lim H, Ahn TB.","Mov Disord. 2020 Jun;35(6):1021-1027. doi: 10.1002/mds.28016. Epub 2020 Mar 10.","Shin C","Mov Disord","2020","2020/03/11","","","10.1002/mds.28016"
"32039674","Development of a Novel Oral Delivery Vehicle for Probiotics","Enck K, Banks S, Yadav H, Welker ME, Opara EC.","Curr Pharm Des. 2020;26(26):3134-3140. doi: 10.2174/1381612826666200210111925.","Enck K","Curr Pharm Des","2020","2020/02/11","PMC7992870","NIHMS1680714","10.2174/1381612826666200210111925"
"32739365","Lactobacillus plantarum PS128 alleviates neurodegenerative progression in 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced mouse models of Parkinson's disease","Liao JF, Cheng YF, You ST, Kuo WC, Huang CW, Chiou JJ, Hsu CC, Hsieh-Li HM, Wang S, Tsai YC.","Brain Behav Immun. 2020 Nov;90:26-46. doi: 10.1016/j.bbi.2020.07.036. Epub 2020 Jul 30.","Liao JF","Brain Behav Immun","2020","2020/08/03","","","10.1016/j.bbi.2020.07.036"
"31836471","Sodium butyrate causes α-synuclein degradation by an Atg5-dependent and PI3K/Akt/mTOR-related autophagy pathway","Qiao CM, Sun MF, Jia XB, Shi Y, Zhang BP, Zhou ZL, Zhao LP, Cui C, Shen YQ.","Exp Cell Res. 2020 Feb 1;387(1):111772. doi: 10.1016/j.yexcr.2019.111772. Epub 2019 Dec 10.","Qiao CM","Exp Cell Res","2020","2019/12/15","","","10.1016/j.yexcr.2019.111772"
