PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36200211","Targeting Gut Dysbiosis and Microbiome Metabolites for the Development of Therapeutic Modalities for Neurological Disorders","Wiefels MD, Furar E, Eshraghi RS, Mittal J, Memis I, Moosa M, Mittal R, Eshraghi AA.","Curr Neuropharmacol. 2024;22(1):123-139. doi: 10.2174/1570159X20666221003085508.","Wiefels MD","Curr Neuropharmacol","2024","2022/10/06","PMC10716879","","10.2174/1570159X20666221003085508"
"38265387","Bridging the Mind and Gut: Uncovering the Intricacies of Neurotransmitters, Neuropeptides, and their Influence on Neuropsychiatric Disorders","Gupta S, Dinesh S, Sharma S.","Cent Nerv Syst Agents Med Chem. 2024;24(1):2-21. doi: 10.2174/0118715249271548231115071021.","Gupta S","Cent Nerv Syst Agents Med Chem","2024","2024/01/24","","","10.2174/0118715249271548231115071021"
"38965287","A neurotherapeutic approach with Lacticaseibacillus rhamnosus E9 on gut microbiota and intestinal barrier in MPTP-induced mouse model of Parkinson's disease","Aktas B, Aslim B, Ozdemir DA.","Sci Rep. 2024 Jul 4;14(1):15460. doi: 10.1038/s41598-024-65061-w.","Aktas B","Sci Rep","2024","2024/07/04","PMC11224381","","10.1038/s41598-024-65061-w"
"39042202","Semaglutide Attenuates Anxious and Depressive-Like Behaviors and Reverses the Cognitive Impairment in a Type 2 Diabetes Mellitus Mouse Model Via the Microbiota-Gut-Brain Axis","de Paiva IHR, da Silva RS, Mendonça IP, de Souza JRB, Peixoto CA.","J Neuroimmune Pharmacol. 2024 Jul 23;19(1):36. doi: 10.1007/s11481-024-10142-w.","de Paiva IHR","J Neuroimmune Pharmacol","2024","2024/07/23","","","10.1007/s11481-024-10142-w"
"39189380","Allantoin ameliorates dopaminergic neuronal damage in MPTP-induced Parkinson's disease mice via regulating oxidative damage, inflammation, and gut microbiota disorder","Yang S, Sun X, Liu D, Zhang Y, Gao X, He J, Cui M, Fu S, He D.","Food Funct. 2024 Sep 16;15(18):9390-9408. doi: 10.1039/d4fo02167c.","Yang S","Food Funct","2024","2024/08/27","","","10.1039/d4fo02167c"
"38854967","Bidirectional communication of the gut-brain axis: new findings in Parkinson's disease and inflammatory bowel disease","Wanyi Z, Jiao Y, Wen H, Bin X, Xuefei W, Lan J, Liuyin Z.","Front Neurol. 2024 May 24;15:1407241. doi: 10.3389/fneur.2024.1407241. eCollection 2024.","Wanyi Z","Front Neurol","2024","2024/06/10","PMC11157024","","10.3389/fneur.2024.1407241"
"39070266","Gut microbiota from patients with Parkinson's disease causes motor deficits in honeybees","Zeng J, Li Y, Yan J, Chang R, Xu M, Zhou G, Meng J, Liu D, Mao Z, Yang Y.","Front Microbiol. 2024 Jul 12;15:1418857. doi: 10.3389/fmicb.2024.1418857. eCollection 2024.","Zeng J","Front Microbiol","2024","2024/07/29","PMC11272988","","10.3389/fmicb.2024.1418857"
"37755674","Relationship Between Short-chain Fatty Acids and Parkinson's Disease: A Review from Pathology to Clinic","Duan WX, Wang F, Liu JY, Liu CF.","Neurosci Bull. 2024 Apr;40(4):500-516. doi: 10.1007/s12264-023-01123-9. Epub 2023 Sep 27.","Duan WX","Neurosci Bull","2024","2023/09/27","PMC11003953","","10.1007/s12264-023-01123-9"
"37589449","Communal interaction of glycation and gut microbes in diabetes mellitus, Alzheimer's disease, and Parkinson's disease pathogenesis","Patil RS, Tupe RS.","Med Res Rev. 2024 Jan;44(1):365-405. doi: 10.1002/med.21987. Epub 2023 Aug 17.","Patil RS","Med Res Rev","2024","2023/08/17","","","10.1002/med.21987"
"38078745","Microbiota-mediated effects of Parkinson's disease medications on Parkinsonian non-motor symptoms in male transgenic mice","Radisavljevic N, Metcalfe-Roach A, Cirstea M, Tabusi MM, Bozorgmehr T, Bar-Yoseph H, Finlay BB.","mSphere. 2024 Jan 30;9(1):e0037923. doi: 10.1128/msphere.00379-23. Epub 2023 Dec 11.","Radisavljevic N","mSphere","2024","2023/12/11","PMC10826342","","10.1128/msphere.00379-23"
"39065820","Sika Deer Velvet Antler Peptide Exerts Neuroprotective Effect in a Parkinson's Disease Model via Regulating Oxidative Damage and Gut Microbiota","Liu Y, Li H, Yang M, Guo J, Sun Z, Wang S, Li R, Pang X, Kim Y, Wang X, Peng Y.","Pharmaceuticals (Basel). 2024 Jul 22;17(7):972. doi: 10.3390/ph17070972.","Liu Y","Pharmaceuticals (Basel)","2024","2024/07/27","PMC11280472","","10.3390/ph17070972"
"38515447","Analyzing the bibliometrics of brain-gut axis and Parkinson's disease","Chen L, Chen J, Wu M, Yan P, Zhou X.","Front Neurol. 2024 Mar 7;15:1343303. doi: 10.3389/fneur.2024.1343303. eCollection 2024.","Chen L","Front Neurol","2024","2024/03/22","PMC10954898","","10.3389/fneur.2024.1343303"
"39078158","Meta-analysis of the human gut microbiome uncovers shared and distinct microbial signatures between diseases","Jin D-M, Morton JT, Bonneau R.","mSystems. 2024 Aug 20;9(8):e0029524. doi: 10.1128/msystems.00295-24. Epub 2024 Jul 30.","Jin D-M","mSystems","2024","2024/07/30","PMC11334437","","10.1128/msystems.00295-24"
"38450172","Electroacupuncture at ST25 corrected gut microbial dysbiosis and SNpc lipid peroxidation in Parkinson's disease rats","Hu XM, Song LZ, Zhang ZZ, Ruan X, Li HC, Yu Z, Huang L.","Front Microbiol. 2024 Feb 21;15:1358525. doi: 10.3389/fmicb.2024.1358525. eCollection 2024.","Hu XM","Front Microbiol","2024","2024/03/07","PMC10915097","","10.3389/fmicb.2024.1358525"
"39417117","Toxic Metals Impact Gut Microbiota and Metabolic Risk in Five African-Origin Populations","Jorgensen JA, Choo-Kang C, Wang L, Issa L, Gilbert JA, Ecklu-Mensah G, Luke A, Bedu-Addo K, Forrester T, Bovet P, Lambert EV, Rae D, Argos M, Kelly TN, Sargis RM, Dugas LR, Dai Y, Layden BT.","medRxiv [Preprint]. 2024 Oct 7:2024.10.07.24315016. doi: 10.1101/2024.10.07.24315016.","Jorgensen JA","medRxiv","2024","2024/10/17","PMC11483006","","10.1101/2024.10.07.24315016"
"39284418","Ageing, proteostasis, and the gut: Insights into neurological health and disease","Akbar M, Toppo P, Nazir A.","Ageing Res Rev. 2024 Sep 14;101:102504. doi: 10.1016/j.arr.2024.102504. Online ahead of print.","Akbar M","Ageing Res Rev","2024","2024/09/16","","","10.1016/j.arr.2024.102504"
"38898687","Gut Microbiota Metabolite Messengers in Brain Function and Pathology at a View of Cell Type-Based Receptor and Enzyme Reaction","Lee B, Lee SM, Song JW, Choi JW.","Biomol Ther (Seoul). 2024 Jul 1;32(4):403-423. doi: 10.4062/biomolther.2024.009. Epub 2024 Jun 20.","Lee B","Biomol Ther (Seoul)","2024","2024/06/20","PMC11214962","","10.4062/biomolther.2024.009"
"38774094","Electroacupuncture blocked motor dysfunction and gut barrier damage by modulating intestinal NLRP3 inflammasome in MPTP-induced Parkinson's disease mice","Guo L, Hu H, Jiang N, Yang H, Sun X, Xia H, Ma J, Liu H.","Heliyon. 2024 May 7;10(9):e30819. doi: 10.1016/j.heliyon.2024.e30819. eCollection 2024 May 15.","Guo L","Heliyon","2024","2024/05/22","PMC11107113","","10.1016/j.heliyon.2024.e30819"
"37747555","Diet-gut microbiome interaction and ferulic acid bioavailability: implications on neurodegenerative disorders","Kunnummal SP, Khan M.","Eur J Nutr. 2024 Feb;63(1):51-66. doi: 10.1007/s00394-023-03247-0. Epub 2023 Sep 25.","Kunnummal SP","Eur J Nutr","2024","2023/09/25","","","10.1007/s00394-023-03247-0"
"38447734","Melatonin mitigates manganese-induced neural damage via modulation of gut microbiota-metabolism in mice","He W, Wang X, Yang X, Zhang G, Zhang J, Chen L, Niu P, Chen T.","Sci Total Environ. 2024 May 1;923:171474. doi: 10.1016/j.scitotenv.2024.171474. Epub 2024 Mar 5.","He W","Sci Total Environ","2024","2024/03/06","","","10.1016/j.scitotenv.2024.171474"
"38464323","Meta-analysis of the human gut microbiome uncovers shared and distinct microbial signatures between diseases","Jin DM, Morton JT, Bonneau R.","bioRxiv [Preprint]. 2024 Feb 29:2024.02.27.582333. doi: 10.1101/2024.02.27.582333.","Jin DM","bioRxiv","2024","2024/03/11","PMC10925178","","10.1101/2024.02.27.582333"
"38499889","The role of HLA-DR on plasmacytoid dendritic cells in mediating the effects of Butyrivibrio gut microbiota on Parkinson's disease","Wang Z, Xia H, Feng T, Aibibuli A, Zhang M, Yang X.","Neurol Sci. 2024 Aug;45(8):3809-3815. doi: 10.1007/s10072-024-07467-y. Epub 2024 Mar 19.","Wang Z","Neurol Sci","2024","2024/03/19","","","10.1007/s10072-024-07467-y"
"38648770","Role of the Gut Microbiome and Bacterial Amyloids in the Development of Synucleinopathies","Trubitsina NP, Matiiv AB, Rogoza TM, Zudilova AA, Bezgina MD, Zhouravleva GA, Bondarev SA.","Biochemistry (Mosc). 2024 Mar;89(3):523-542. doi: 10.1134/S0006297924030118.","Trubitsina NP","Biochemistry (Mosc)","2024","2024/04/22","","","10.1134/S0006297924030118"
"39173756","Fecal microbiome transplantation alleviates manganese-induced neurotoxicity by altering the composition and function of the gut microbiota via the cGAS-STING/NLRP3 pathway","Liu J, Zhang Z, Zhong S, Zhang X, Yang J, Zhou Q, Wang D, Chang X, Wang H.","Sci Total Environ. 2024 Nov 15;951:175681. doi: 10.1016/j.scitotenv.2024.175681. Epub 2024 Aug 22.","Liu J","Sci Total Environ","2024","2024/08/22","","","10.1016/j.scitotenv.2024.175681"
"39043489","Evolving insights into erythrocytes in synucleinopathies","Yang Y, Nie X, Wang Y, Sun J, Gao X, Zhang J.","Trends Neurosci. 2024 Sep;47(9):693-707. doi: 10.1016/j.tins.2024.06.005. Epub 2024 Jul 23.","Yang Y","Trends Neurosci","2024","2024/07/23","","","10.1016/j.tins.2024.06.005"
"38399728","Changes in Bacterial Gut Composition in Parkinson's Disease and Their Metabolic Contribution to Disease Development: A Gut Community Reconstruction Approach","Forero-Rodríguez J, Zimmermann J, Taubenheim J, Arias-Rodríguez N, Caicedo-Narvaez JD, Best L, Mendieta CV, López-Castiblanco J, Gómez-Muñoz LA, Gonzalez-Santos J, Arboleda H, Fernandez W, Kaleta C, Pinzón A.","Microorganisms. 2024 Feb 4;12(2):325. doi: 10.3390/microorganisms12020325.","Forero-Rodríguez J","Microorganisms","2024","2024/02/24","PMC10893096","","10.3390/microorganisms12020325"
"39155987","HIV-associated neurocognitive disorder: key implications of the microbiota-gut-brain axis","Hu A, Zaongo SD, Harypursat V, Wang X, Ouyang J, Chen Y.","Front Microbiol. 2024 Aug 2;15:1428239. doi: 10.3389/fmicb.2024.1428239. eCollection 2024.","Hu A","Front Microbiol","2024","2024/08/19","PMC11327151","","10.3389/fmicb.2024.1428239"
"39266892","The role of gut-derived short-chain fatty acids in Parkinson's disease","Saadh MJ, Mustafa AN, Mustafa MA, S RJ, Dabis HK, Prasad GVS, Mohammad IJ, Adnan A, Idan AH.","Neurogenetics. 2024 Sep 13. doi: 10.1007/s10048-024-00779-3. Online ahead of print.","Saadh MJ","Neurogenetics","2024","2024/09/12","","","10.1007/s10048-024-00779-3"
"38287859","The Neuroprotective Effects of Electroacupuncture on Parkinson's Disease and the Underlying Molecular Mechanisms","Han Q, Chen P, Chen X, Wang L, Huang R, Li W, Liu G.","J Integr Neurosci. 2024 Jan 16;23(1):11. doi: 10.31083/j.jin2301011.","Han Q","J Integr Neurosci","2024","2024/01/30","","","10.31083/j.jin2301011"
"38914414","Exploring the gut-brain Axis: Potential therapeutic impact of Psychobiotics on mental health","Cocean AM, Vodnar DC.","Prog Neuropsychopharmacol Biol Psychiatry. 2024 Aug 30;134:111073. doi: 10.1016/j.pnpbp.2024.111073. Epub 2024 Jun 22.","Cocean AM","Prog Neuropsychopharmacol Biol Psychiatry","2024","2024/06/24","","","10.1016/j.pnpbp.2024.111073"
"39431278","The brain-gut axis: communication mechanisms and the role of the microbiome as a neuroprotective factor in the development of neurodegenerative diseases: A literature overview","Białoń MN, Górka DHNOZD, Górka MM.","AIMS Neurosci. 2024 Aug 28;11(3):289-311. doi: 10.3934/Neuroscience.2024019. eCollection 2024.","Białoń MN","AIMS Neurosci","2024","2024/10/21","PMC11486619","","10.3934/Neuroscience.2024019"
"39408276","Oral Trehalose Intake Modulates the Microbiota-Gut-Brain Axis and Is Neuroprotective in a Synucleinopathy Mouse Model","Pradeloux S, Coulombe K, Ouamba AJK, Isenbrandt A, Calon F, Roy D, Soulet D.","Nutrients. 2024 Sep 30;16(19):3309. doi: 10.3390/nu16193309.","Pradeloux S","Nutrients","2024","2024/10/16","PMC11478413","","10.3390/nu16193309"
"38770370","Iron toxicity, ferroptosis and microbiota in Parkinson's disease: Implications for novel targets","Carvalho FV, Landis HE, Getachew B, Silva VDA, Ribeiro PR, Aschner M, Tizabi Y.","Adv Neurotoxicol. 2024;11:105-132. doi: 10.1016/bs.ant.2024.02.001. Epub 2024 Feb 15.","Carvalho FV","Adv Neurotoxicol","2024","2024/05/21","PMC11105119","NIHMS1968766","10.1016/bs.ant.2024.02.001"
"38311217","Supplementation of probiotic Bifidobacterium breve Bif11 reverses neurobehavioural deficits, inflammatory changes and oxidative stress in Parkinson's disease model","Valvaikar S, Vaidya B, Sharma S, Bishnoi M, Kondepudi KK, Sharma SS.","Neurochem Int. 2024 Mar;174:105691. doi: 10.1016/j.neuint.2024.105691. Epub 2024 Feb 2.","Valvaikar S","Neurochem Int","2024","2024/02/04","","","10.1016/j.neuint.2024.105691"
"37714224","Efficacy and mechanism study of Baichanting compound, a combination of Acanthopanax senticosus (Rupr. and Maxim.) Harms, Paeonia lactiflora Pall and Uncaria rhynchophylla (Miq.) Miq. ex Havil, on Parkinson's disease based on metagenomics and metabolomics","Lu Y, Gao X, Mohammed SAD, Wang T, Fu J, Wang Y, Nan Y, Lu F, Liu S.","J Ethnopharmacol. 2024 Jan 30;319(Pt 1):117182. doi: 10.1016/j.jep.2023.117182. Epub 2023 Sep 13.","Lu Y","J Ethnopharmacol","2024","2023/09/15","","","10.1016/j.jep.2023.117182"
"38754721","Exploring Therapeutic Potential of Phytoconstituents as a Gut Microbiota Modulator in the Management of Neurological and Psychological Disorders","Chandel P, Thapa K, Kanojia N, Rani L, Singh TG, Rohilla P.","Neuroscience. 2024 Jul 23;551:69-78. doi: 10.1016/j.neuroscience.2024.05.002. Epub 2024 May 14.","Chandel P","Neuroscience","2024","2024/05/16","","","10.1016/j.neuroscience.2024.05.002"
"38554664","Association of intestinal inflammation and permeability markers with clinical manifestations of Parkinson's disease","Rajkovaca Latic I, Popovic Z, Mijatovic K, Sahinovic I, Pekic V, Vucic D, Cosic V, Miskic B, Tomic S.","Parkinsonism Relat Disord. 2024 Jun;123:106948. doi: 10.1016/j.parkreldis.2024.106948. Epub 2024 Mar 27.","Rajkovaca Latic I","Parkinsonism Relat Disord","2024","2024/03/30","","","10.1016/j.parkreldis.2024.106948"
"38561921","Idiopathic Rapid Eye Movement Sleep Behavior Disorder (iRBD) Shares Similar Fecal Short-Chain Fatty Acid Alterations with Multiple System Atrophy (MSA) and Parkinson's Disease (PD)","Du J, Zhang P, Tan Y, Gao C, Liu J, Huang M, Li H, Shen X, Huang P, Chen S.","Mov Disord. 2024 Aug;39(8):1397-1402. doi: 10.1002/mds.29803. Epub 2024 Apr 1.","Du J","Mov Disord","2024","2024/04/02","","","10.1002/mds.29803"
"39062985","Exploring Fecal Microbiota Transplantation for Modulating Inflammation in Parkinson's Disease: A Review of Inflammatory Markers and Potential Effects","Sadowski K, Zając W, Milanowski Ł, Koziorowski D, Figura M.","Int J Mol Sci. 2024 Jul 15;25(14):7741. doi: 10.3390/ijms25147741.","Sadowski K","Int J Mol Sci","2024","2024/07/27","PMC11277532","","10.3390/ijms25147741"
"38490348","Dietary polyphenols represent a phytotherapeutic alternative for gut dysbiosis associated neurodegeneration: A systematic review","Chatterjee A, Kumar S, Roy Sarkar S, Halder R, Kumari R, Banerjee S, Sarkar B.","J Nutr Biochem. 2024 Jul;129:109622. doi: 10.1016/j.jnutbio.2024.109622. Epub 2024 Mar 13.","Chatterjee A","J Nutr Biochem","2024","2024/03/15","","","10.1016/j.jnutbio.2024.109622"
"39191336","Metformin: From diabetes to cancer to prolongation of life","Sirtori CR, Castiglione S, Pavanello C.","Pharmacol Res. 2024 Oct;208:107367. doi: 10.1016/j.phrs.2024.107367. Epub 2024 Aug 25.","Sirtori CR","Pharmacol Res","2024","2024/08/27","","","10.1016/j.phrs.2024.107367"
"38939650","Modulatory Effects of Phytochemicals on Gut-Brain Axis: Therapeutic Implication","Jaberi KR, Alamdari-Palangi V, Savardashtaki A, Vatankhah P, Jamialahmadi T, Tajbakhsh A, Sahebkar A.","Curr Dev Nutr. 2024 May 22;8(6):103785. doi: 10.1016/j.cdnut.2024.103785. eCollection 2024 Jun.","Jaberi KR","Curr Dev Nutr","2024","2024/06/28","PMC11208951","","10.1016/j.cdnut.2024.103785"
"38008941","Intestinal Barrier Function and Neurodegenerative Disease","Wu S, Yang L, Fu Y, Liao Z, Cai D, Liu Z.","CNS Neurol Disord Drug Targets. 2024;23(9):1134-1142. doi: 10.2174/0118715273264097231116103948.","Wu S","CNS Neurol Disord Drug Targets","2024","2023/11/27","","","10.2174/0118715273264097231116103948"
"38261717","Gastrointestinal dysmotility in rodent models of Parkinson's disease","Pellegrini C, Travagli RA.","Am J Physiol Gastrointest Liver Physiol. 2024 Apr 1;326(4):G345-G359. doi: 10.1152/ajpgi.00225.2023. Epub 2024 Jan 23.","Pellegrini C","Am J Physiol Gastrointest Liver Physiol","2024","2024/01/23","PMC11212145","","10.1152/ajpgi.00225.2023"
"39175504","The aryl hydrocarbon receptor pathway: a linking bridge between the gut microbiome and neurodegenerative diseases","Coretti L, Buommino E, Lembo F.","Front Cell Neurosci. 2024 Aug 8;18:1433747. doi: 10.3389/fncel.2024.1433747. eCollection 2024.","Coretti L","Front Cell Neurosci","2024","2024/08/23","PMC11338779","","10.3389/fncel.2024.1433747"
"38227477","Integrated multi-omics profiling highlights the benefits of resveratrol hydroxypropyl-β-cyclodextrin inclusion complex for A53T transgenic mice through the microbiota-gut-brain axis","Sun X, Feng S, Qin B, Ye J, Xie L, Gui J, Sang M.","Food Funct. 2024 Feb 5;15(3):1489-1512. doi: 10.1039/d3fo03667g.","Sun X","Food Funct","2024","2024/01/16","","","10.1039/d3fo03667g"
"38610012","Peripheral extracellular vesicles in neurodegeneration: pathogenic influencers and therapeutic vehicles","Liu X, Shen L, Wan M, Xie H, Wang Z.","J Nanobiotechnology. 2024 Apr 12;22(1):170. doi: 10.1186/s12951-024-02428-1.","Liu X","J Nanobiotechnology","2024","2024/04/12","PMC11015679","","10.1186/s12951-024-02428-1"
"38786584","Optimization of the Preparation Process of Glucuronomannan Oligosaccharides and Their Effects on the Gut Microbiota in MPTP-Induced PD Model Mice","Wang B, Geng L, Wang J, Wei Y, Yan C, Wu N, Yue Y, Zhang Q.","Mar Drugs. 2024 Apr 25;22(5):193. doi: 10.3390/md22050193.","Wang B","Mar Drugs","2024","2024/05/24","PMC11123026","","10.3390/md22050193"
"38316462","Stability of gut microbiome after COVID-19 vaccination in healthy and immuno-compromised individuals","Boston RH, Guan R, Kalmar L, Beier S, Horner EC, Beristain-Covarrubias N, Yam-Puc JC, Pereyra Gerber P, Faria L, Kuroshchenkova A, Lindell AE, Blasche S, Correa-Noguera A, Elmer A, Saunders C, Bermperi A, Jose S, Kingston N; CITIID-NIHR COVID-19 BioResource Collaboration; Grigoriadou S, Staples E, Buckland MS, Lear S, Matheson NJ, Benes V, Parkinson C, Thaventhiran JE, Patil KR.","Life Sci Alliance. 2024 Feb 5;7(4):e202302529. doi: 10.26508/lsa.202302529. Print 2024 Apr.","Boston RH","Life Sci Alliance","2024","2024/02/05","PMC10844540","","10.26508/lsa.202302529"
"38008403","Calprotectin in Parkinsonian disease: Anticipation and dedication","Al-Kuraishy HM, Al-Gareeb AI, Zaidalkiani AT, Alexiou A, Papadakis M, Bahaa MM, Al-Faraga A, Batiha GE.","Ageing Res Rev. 2024 Jan;93:102143. doi: 10.1016/j.arr.2023.102143. Epub 2023 Nov 25.","Al-Kuraishy HM","Ageing Res Rev","2024","2023/11/26","","","10.1016/j.arr.2023.102143"
"38565567","Gamma-aminobutyric acid as a potential postbiotic mediator in the gut-brain axis","Braga JD, Thongngam M, Kumrungsee T.","NPJ Sci Food. 2024 Apr 2;8(1):16. doi: 10.1038/s41538-024-00253-2.","Braga JD","NPJ Sci Food","2024","2024/04/02","PMC10987602","","10.1038/s41538-024-00253-2"
"39189385","Supplementation with Bifidobacterium animalis subsp. lactis MH-022 for remission of motor impairments in a 6-OHDA-induced Parkinson's disease rat model by reducing inflammation, reshaping the gut microbiome, and fostering specific microbial taxa","Tsao SP, Yeh TH, Lin YT, Pan CH, Lee YK, Wu CH, Huang HY.","Food Funct. 2024 Sep 16;15(18):9368-9389. doi: 10.1039/d4fo02039a.","Tsao SP","Food Funct","2024","2024/08/27","","","10.1039/d4fo02039a"
"39273435","Psychobiotic Properties of Lactiplantibacillus plantarum in Neurodegenerative Diseases","Di Chiano M, Sallustio F, Fiocco D, Rocchetti MT, Spano G, Pontrelli P, Moschetta A, Gesualdo L, Gadaleta RM, Gallone A.","Int J Mol Sci. 2024 Aug 31;25(17):9489. doi: 10.3390/ijms25179489.","Di Chiano M","Int J Mol Sci","2024","2024/09/14","PMC11394828","","10.3390/ijms25179489"
"38569219","Artificial Intelligence-Guided Gut-Microenvironment-Triggered Imaging Sensor Reveals Potential Indicators of Parkinson's Disease","Li Y, Ren HX, Chi CY, Miao YB.","Adv Sci (Weinh). 2024 Jun;11(23):e2307819. doi: 10.1002/advs.202307819. Epub 2024 Apr 3.","Li Y","Adv Sci (Weinh)","2024","2024/04/03","PMC11187919","","10.1002/advs.202307819"
"39331469","Orally Administered Ginkgolide C Alleviates MPTP-Induced Neurodegeneration by Suppressing Neuroinflammation and Oxidative Stress through Microbiota-Gut-Brain Axis in Mice","Gao X, Fu S, Wen J, Yan A, Yang S, Zhang Y, Liu D, He D.","J Agric Food Chem. 2024 Oct 9;72(40):22115-22131. doi: 10.1021/acs.jafc.4c03783. Epub 2024 Sep 27.","Gao X","J Agric Food Chem","2024","2024/09/27","","","10.1021/acs.jafc.4c03783"
"39344226","Research Progress on the Relationship between Parkinson's Disease and REM Sleep Behavior Disorder","Zhou Y, Liu X, Xu B.","J Integr Neurosci. 2024 Sep 14;23(9):166. doi: 10.31083/j.jin2309166.","Zhou Y","J Integr Neurosci","2024","2024/09/30","","","10.31083/j.jin2309166"
"39201684","Implications of Butyrate Signaling Pathways on the Motor Symptomatology of Parkinson's Disease and Neuroprotective Effects-Therapeutic Approaches: A Systematic Review","Missiego-Beltrán J, Olalla-Álvarez EM, González-Brugera A, Beltrán-Velasco AI.","Int J Mol Sci. 2024 Aug 19;25(16):8998. doi: 10.3390/ijms25168998.","Missiego-Beltrán J","Int J Mol Sci","2024","2024/08/29","PMC11354563","","10.3390/ijms25168998"
"38267447","Unravelling the mechanisms of underweight in Parkinson's disease by investigating into the role of gut microbiome","Shih LC, Lin RJ, Chen YL, Fu SC.","NPJ Parkinsons Dis. 2024 Jan 24;10(1):28. doi: 10.1038/s41531-023-00587-w.","Shih LC","NPJ Parkinsons Dis","2024","2024/01/24","PMC10808448","","10.1038/s41531-023-00587-w"
"38891863","From Gut to Brain: Uncovering Potential Serum Biomarkers Connecting Inflammatory Bowel Diseases to Neurodegenerative Diseases","Sarb OF, Sarb AD, Iacobescu M, Vlad IM, Milaciu MV, Ciurmarnean L, Vacaras V, Tantau AI.","Int J Mol Sci. 2024 May 23;25(11):5676. doi: 10.3390/ijms25115676.","Sarb OF","Int J Mol Sci","2024","2024/06/19","PMC11171869","","10.3390/ijms25115676"
"38741945","Utility of zebrafish-based models in understanding molecular mechanisms of neurotoxicity mediated by the gut-brain axis","Adedara IA, Mohammed KA, Canzian J, Ajayi BO, Farombi EO, Emanuelli T, Rosemberg DB, Aschner M.","Adv Neurotoxicol. 2024 May;11:177-208. doi: 10.1016/bs.ant.2024.02.003. Epub 2024 Feb 17.","Adedara IA","Adv Neurotoxicol","2024","2024/05/14","PMC11090488","NIHMS1968500","10.1016/bs.ant.2024.02.003"
"39357649","Communicating across distances - Biological functions of extracellular vesicles","Kattner AA.","Biomed J. 2024 Sep 30;47(5):100792. doi: 10.1016/j.bj.2024.100792. Online ahead of print.","Kattner AA","Biomed J","2024","2024/10/02","PMC11489139","","10.1016/j.bj.2024.100792"
"39002442","Pharmacological mechanisms of puerarin in the treatment of Parkinson's disease: An overview","Zhang N, Guo P, Zhao Y, Qiu X, Shao S, Liu Z, Gao Z.","Biomed Pharmacother. 2024 Aug;177:117101. doi: 10.1016/j.biopha.2024.117101. Epub 2024 Jul 14.","Zhang N","Biomed Pharmacother","2024","2024/07/13","","","10.1016/j.biopha.2024.117101"
"38627687","Ambient long-term exposure to organophosphorus pesticides and the human gut microbiome: an observational study","Zhang K, Paul K, Jacobs JP, Cockburn MG, Bronstein JM, Del Rosario I, Ritz B.","Environ Health. 2024 Apr 16;23(1):41. doi: 10.1186/s12940-024-01078-y.","Zhang K","Environ Health","2024","2024/04/16","PMC11020204","","10.1186/s12940-024-01078-y"
"37855342","The Role of the Vagus Nerve in the Microbiome and Digestive System in Relation to Epilepsy","Rubio C, Ochoa E, Gatica F, Portilla A, Vázquez D, Rubio-Osornio M.","Curr Med Chem. 2024;31(37):6018-6031. doi: 10.2174/0109298673260479231010044020.","Rubio C","Curr Med Chem","2024","2023/10/19","","","10.2174/0109298673260479231010044020"
"38474254","Lactiplantibacillus (Lactobacillus) plantarum as a Complementary Treatment to Improve Symptomatology in Neurodegenerative Disease: A Systematic Review of Open Access Literature","Beltrán-Velasco AI, Reiriz M, Uceda S, Echeverry-Alzate V.","Int J Mol Sci. 2024 Mar 5;25(5):3010. doi: 10.3390/ijms25053010.","Beltrán-Velasco AI","Int J Mol Sci","2024","2024/03/13","PMC10931784","","10.3390/ijms25053010"
"39060267","Multiomics of parkinsonism cynomolgus monkeys highlights significance of metabolites in interaction between host and microbiota","Gao JM, Xia SY, Hide G, Li BH, Liu YY, Wei ZY, Zhuang XJ, Yan Q, Wang Y, Yang W, Chen JH, Rao JH.","NPJ Biofilms Microbiomes. 2024 Jul 26;10(1):61. doi: 10.1038/s41522-024-00535-3.","Gao JM","NPJ Biofilms Microbiomes","2024","2024/07/26","PMC11282307","","10.1038/s41522-024-00535-3"
"39064687","Postbiotics as Molecules Targeting Cellular Events of Aging Brain-The Role in Pathogenesis, Prophylaxis and Treatment of Neurodegenerative Diseases","Głowacka P, Oszajca K, Pudlarz A, Szemraj J, Witusik-Perkowska M.","Nutrients. 2024 Jul 12;16(14):2244. doi: 10.3390/nu16142244.","Głowacka P","Nutrients","2024","2024/07/27","PMC11279795","","10.3390/nu16142244"
"39145619","Oral aged garlic (Allium sativum) alleviates ulcerative colitis in mice by improving gut homeostasis","Han D, Guan X, Zhu F, Yang Q, Su D.","Food Funct. 2024 Aug 27;15(17):8935-8951. doi: 10.1039/d4fo03105a.","Han D","Food Funct","2024","2024/08/15","","","10.1039/d4fo03105a"
"38500273","Gastrointestinal Issues in Depression, Anxiety, and Neurodegenerative Diseases: A Systematic Review on Pathways and Clinical Targets Implications","Andriolo IRL, Longo B, de Melo DM, de Souza MM, Prediger RD, da Silva LM.","CNS Neurol Disord Drug Targets. 2024;23(11):1371-1391. doi: 10.2174/0118715273289138240306050532.","Andriolo IRL","CNS Neurol Disord Drug Targets","2024","2024/03/19","","","10.2174/0118715273289138240306050532"
